Gene stable ID	Gene stable ID version	Gene name	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human orthology confidence [0 low, 1 high]	Human homology type
ENSMUSG00000024914	ENSMUSG00000024914.17	Drap1	ENSG00000175550	DRAP1	ENSP00000307850	1	ortholog_one2one
ENSMUSG00000037075	ENSMUSG00000037075.8	Rnf139	ENSG00000170881	RNF139	ENSP00000304051	1	ortholog_one2one
ENSMUSG00000032735	ENSMUSG00000032735.16	Ablim3	ENSG00000173210	ABLIM3	ENSP00000310309	1	ortholog_one2one
ENSMUSG00000022150	ENSMUSG00000022150.17	Dab2	ENSG00000153071	DAB2	ENSP00000313391	1	ortholog_one2one
ENSMUSG00000022790	ENSMUSG00000022790.15	Igsf11	ENSG00000144847	IGSF11	ENSP00000377370	1	ortholog_one2one
ENSMUSG00000020591	ENSMUSG00000020591.12	Ntsr2	ENSG00000169006	NTSR2	ENSP00000303686	1	ortholog_one2one
ENSMUSG00000033792	ENSMUSG00000033792.13	Atp7a	ENSG00000165240	ATP7A	ENSP00000345728	1	ortholog_one2one
ENSMUSG00000068617	ENSMUSG00000068617.6	Clxn	ENSG00000034239	CLXN	ENSP00000262103	1	ortholog_one2one
ENSMUSG00000021244	ENSMUSG00000021244.16	Ylpm1	ENSG00000119596	YLPM1	ENSP00000324463	1	ortholog_one2one
ENSMUSG00000047423	ENSMUSG00000047423.11	AI837181	ENSG00000175573	C11orf68	ENSP00000398350	1	ortholog_one2one
ENSMUSG00000024912	ENSMUSG00000024912.7	Fosl1	ENSG00000175592	FOSL1	ENSP00000310170	1	ortholog_one2one
ENSMUSG00000045629	ENSMUSG00000045629.9	Sh3tc2	ENSG00000169247	SH3TC2	ENSP00000423660	1	ortholog_one2one
ENSMUSG00000095098	ENSMUSG00000095098.3	Ccdc85b	ENSG00000175602	CCDC85B	ENSP00000311695	1	ortholog_one2one
ENSMUSG00000053101	ENSMUSG00000053101.4	Gpr141	ENSG00000187037	GPR141	ENSP00000334540	1	ortholog_one2one
ENSMUSG00000025083	ENSMUSG00000025083.19	Afap1l2	ENSG00000169129	AFAP1L2	ENSP00000303042	1	ortholog_one2one
ENSMUSG00000022973	ENSMUSG00000022973.19	Synj1	ENSG00000159082	SYNJ1	ENSP00000501530	1	ortholog_one2one
ENSMUSG00000021322	ENSMUSG00000021322.9	Aoah	ENSG00000136250	AOAH	ENSP00000483783	1	ortholog_one2one
ENSMUSG00000045730	ENSMUSG00000045730.5	Adrb2	ENSG00000169252	ADRB2	ENSP00000305372	1	ortholog_one2one
ENSMUSG00000024400	ENSMUSG00000024400.17	Wdr33	ENSG00000136709	WDR33	ENSP00000325377	1	ortholog_one2one
ENSMUSG00000056458	ENSMUSG00000056458.17	Mok	ENSG00000080823	MOK	ENSP00000355304	1	ortholog_one2one
ENSMUSG00000062070	ENSMUSG00000062070.13	Pgk1	ENSG00000102144	PGK1	ENSP00000362413	1	ortholog_one2one
ENSMUSG00000042320	ENSMUSG00000042320.18	Prox2	ENSG00000119608	PROX2	ENSP00000451223	1	ortholog_one2one
ENSMUSG00000047242	ENSMUSG00000047242.15	Taf9b	ENSG00000187325	TAF9B	ENSP00000339917	1	ortholog_one2one
ENSMUSG00000021666	ENSMUSG00000021666.17	Gfm2	ENSG00000164347	GFM2	ENSP00000296805	1	ortholog_one2one
ENSMUSG00000021271	ENSMUSG00000021271.6	Zfp839	ENSG00000022976	ZNF839	ENSP00000399863	1	ortholog_one2one
ENSMUSG00000079641	ENSMUSG00000079641.4	Rpl39	ENSG00000198918	RPL39	ENSP00000355315	1	ortholog_one2one
ENSMUSG00000044982	ENSMUSG00000044982.8	Sft2d3	ENSG00000173349	SFT2D3	ENSP00000310803	1	ortholog_one2one
ENSMUSG00000026322	ENSMUSG00000026322.10	Htr4	ENSG00000164270	HTR4	ENSP00000367120	1	ortholog_one2one
ENSMUSG00000022674	ENSMUSG00000022674.16	Ube2v2	ENSG00000169139	UBE2V2	ENSP00000428209	1	ortholog_one2one
ENSMUSG00000022673	ENSMUSG00000022673.6	Mcm4	ENSG00000104738	MCM4	ENSP00000496964	1	ortholog_one2one
ENSMUSG00000024911	ENSMUSG00000024911.8	Fibp	ENSG00000172500	FIBP	ENSP00000350124	1	ortholog_one2one
ENSMUSG00000024395	ENSMUSG00000024395.10	Lims2	ENSG00000072163	LIMS2	ENSP00000347240	1	ortholog_one2one
ENSMUSG00000005705	ENSMUSG00000005705.11	Agrp	ENSG00000159723	AGRP	ENSP00000290953	1	ortholog_one2one
ENSMUSG00000021276	ENSMUSG00000021276.11	Cinp	ENSG00000100865	CINP	ENSP00000216756	1	ortholog_one2one
ENSMUSG00000036572	ENSMUSG00000036572.17	Upf3b	ENSG00000125351	UPF3B	ENSP00000276201	1	ortholog_one2one
ENSMUSG00000038604	ENSMUSG00000038604.10	Ripor1	ENSG00000039523	RIPOR1	ENSP00000042381	1	ortholog_one2one
ENSMUSG00000022974	ENSMUSG00000022974.13	Paxbp1	ENSG00000159086	PAXBP1	ENSP00000328992	1	ortholog_one2one
ENSMUSG00000024910	ENSMUSG00000024910.6	Ctsw	ENSG00000172543	CTSW	ENSP00000311300	1	ortholog_one2one
ENSMUSG00000052229	ENSMUSG00000052229.6	Gpr17	ENSG00000144230	GPR17	ENSP00000508383	1	ortholog_one2one
ENSMUSG00000024388	ENSMUSG00000024388.12	Myo7b	ENSG00000169994	MYO7B	ENSP00000386461	1	ortholog_one2one
ENSMUSG00000021938	ENSMUSG00000021938.13	Pspc1	ENSG00000121390	PSPC1	ENSP00000343966	1	ortholog_one2one
ENSMUSG00000016409	ENSMUSG00000016409.5	Nkap	ENSG00000101882	NKAP	ENSP00000360464	1	ortholog_one2one
ENSMUSG00000004789	ENSMUSG00000004789.11	Dlst	ENSG00000119689	DLST	ENSP00000335304	1	ortholog_one2one
ENSMUSG00000050891	ENSMUSG00000050891.11	Tatdn1	ENSG00000147687	TATDN1	ENSP00000276692	1	ortholog_one2one
ENSMUSG00000005698	ENSMUSG00000005698.16	Ctcf	ENSG00000102974	CTCF	ENSP00000264010	1	ortholog_one2one
ENSMUSG00000024909	ENSMUSG00000024909.16	Efemp2	ENSG00000172638	EFEMP2	ENSP00000309953	1	ortholog_one2one
ENSMUSG00000016427	ENSMUSG00000016427.8	Ndufa1	ENSG00000125356	NDUFA1	ENSP00000360492	1	ortholog_one2one
ENSMUSG00000055639	ENSMUSG00000055639.17	Dach1	ENSG00000276644	DACH1	ENSP00000482245	1	ortholog_one2one
ENSMUSG00000031618	ENSMUSG00000031618.14	Nr3c2	ENSG00000151623	NR3C2	ENSP00000350815	1	ortholog_one2one
ENSMUSG00000039851	ENSMUSG00000039851.12	Epcip	ENSG00000205929	EPCIP	ENSP00000418653	1	ortholog_one2one
ENSMUSG00000024384	ENSMUSG00000024384.5	Iws1	ENSG00000163166	IWS1	ENSP00000295321	1	ortholog_one2one
ENSMUSG00000022708	ENSMUSG00000022708.17	Zbtb20	ENSG00000181722	ZBTB20	ENSP00000501561	1	ortholog_one2one
ENSMUSG00000022354	ENSMUSG00000022354.5	Ndufb9	ENSG00000147684	NDUFB9	ENSP00000276689	1	ortholog_one2one
ENSMUSG00000022149	ENSMUSG00000022149.19	C9	ENSG00000113600	C9	ENSP00000263408	1	ortholog_one2one
ENSMUSG00000050357	ENSMUSG00000050357.10	Carmil2	ENSG00000159753	CARMIL2	ENSP00000334958	1	ortholog_one2one
ENSMUSG00000022148	ENSMUSG00000022148.17	Fyb1	ENSG00000082074	FYB1	ENSP00000425845	1	ortholog_one2one
ENSMUSG00000040123	ENSMUSG00000040123.18	Zmym5	ENSG00000132950	ZMYM5	ENSP00000337034	1	ortholog_one2one
ENSMUSG00000036523	ENSMUSG00000036523.17	Greb1	ENSG00000196208	GREB1	ENSP00000370896	1	ortholog_one2one
ENSMUSG00000052821	ENSMUSG00000052821.4	Cysltr1	ENSG00000173198	CYSLTR1	ENSP00000362401	1	ortholog_one2one
ENSMUSG00000031592	ENSMUSG00000031592.11	Pcm1	ENSG00000078674	PCM1	ENSP00000327077	1	ortholog_one2one
ENSMUSG00000024906	ENSMUSG00000024906.11	Mus81	ENSG00000172732	MUS81	ENSP00000307853	1	ortholog_one2one
ENSMUSG00000021665	ENSMUSG00000021665.10	Hexb	ENSG00000049860	HEXB	ENSP00000261416	1	ortholog_one2one
ENSMUSG00000037572	ENSMUSG00000037572.18	Wdhd1	ENSG00000198554	WDHD1	ENSP00000353793	1	ortholog_one2one
ENSMUSG00000024383	ENSMUSG00000024383.10	Map3k2	ENSG00000169967	MAP3K2	ENSP00000507315	1	ortholog_one2one
ENSMUSG00000022353	ENSMUSG00000022353.11	Mtss1	ENSG00000170873	MTSS1	ENSP00000429064	1	ortholog_one2one
ENSMUSG00000047686	ENSMUSG00000047686.10	Rtl3	ENSG00000179300	RTL3	ENSP00000316794	1	ortholog_one2one
ENSMUSG00000024382	ENSMUSG00000024382.14	Ercc3	ENSG00000163161	ERCC3	ENSP00000285398	1	ortholog_one2one
ENSMUSG00000049929	ENSMUSG00000049929.8	Lpar4	ENSG00000147145	LPAR4	ENSP00000478261	1	ortholog_one2one
ENSMUSG00000021366	ENSMUSG00000021366.9	Hivep1	ENSG00000095951	HIVEP1	ENSP00000368698	1	ortholog_one2one
ENSMUSG00000050921	ENSMUSG00000050921.13	P2ry10	ENSG00000078589	P2RY10	ENSP00000171757	1	ortholog_one2one
ENSMUSG00000056185	ENSMUSG00000056185.6	Snx32	ENSG00000172803	SNX32	ENSP00000310620	1	ortholog_one2one
ENSMUSG00000071552	ENSMUSG00000071552.6	Tigit	ENSG00000181847	TIGIT	ENSP00000373167	1	ortholog_one2one
ENSMUSG00000021367	ENSMUSG00000021367.9	Edn1	ENSG00000078401	EDN1	ENSP00000368683	1	ortholog_one2one
ENSMUSG00000021022	ENSMUSG00000021022.10	Ppp2r3c	ENSG00000092020	PPP2R3C	ENSP00000261475	1	ortholog_one2one
ENSMUSG00000022672	ENSMUSG00000022672.9	Prkdc	ENSG00000253729	PRKDC	ENSP00000313420	1	ortholog_one2one
ENSMUSG00000024135	ENSMUSG00000024135.11	Srbd1	ENSG00000068784	SRBD1	ENSP00000263736	1	ortholog_one2one
ENSMUSG00000090523	ENSMUSG00000090523.3	Gypc	ENSG00000136732	GYPC	ENSP00000259254	1	ortholog_one2one
ENSMUSG00000021662	ENSMUSG00000021662.12	Arhgef28	ENSG00000214944	ARHGEF28	ENSP00000441436	1	ortholog_one2one
ENSMUSG00000019235	ENSMUSG00000019235.10	Rps6kl1	ENSG00000198208	RPS6KL1	ENSP00000450567	1	ortholog_one2one
ENSMUSG00000038299	ENSMUSG00000038299.17	Wdr36	ENSG00000134987	WDR36	ENSP00000424628	1	ortholog_one2one
ENSMUSG00000024922	ENSMUSG00000024922.3	Ovol1	ENSG00000172818	OVOL1	ENSP00000337862	1	ortholog_one2one
ENSMUSG00000050310	ENSMUSG00000050310.10	Rictor	ENSG00000164327	RICTOR	ENSP00000349959	1	ortholog_one2one
ENSMUSG00000048379	ENSMUSG00000048379.10	Socs4	ENSG00000180008	SOCS4	ENSP00000452522	1	ortholog_one2one
ENSMUSG00000004791	ENSMUSG00000004791.8	Pgf	ENSG00000119630	PGF	ENSP00000451040	1	ortholog_one2one
ENSMUSG00000049562	ENSMUSG00000049562.7	Ap5b1	ENSG00000254470	AP5B1	ENSP00000454303	1	ortholog_one2one
ENSMUSG00000073008	ENSMUSG00000073008.12	Gpr174	ENSG00000147138	GPR174	ENSP00000494310	1	ortholog_one2one
ENSMUSG00000038000	ENSMUSG00000038000.11	Acd	ENSG00000102977	ACD	ENSP00000478084	1	ortholog_one2one
ENSMUSG00000021945	ENSMUSG00000021945.10	Zmym2	ENSG00000121741	ZMYM2	ENSP00000479904	1	ortholog_one2one
ENSMUSG00000024925	ENSMUSG00000024925.12	Rnaseh2c	ENSG00000172922	RNASEH2C	ENSP00000308193	1	ortholog_one2one
ENSMUSG00000021275	ENSMUSG00000021275.17	Tecpr2	ENSG00000196663	TECPR2	ENSP00000352510	1	ortholog_one2one
ENSMUSG00000024921	ENSMUSG00000024921.18	Smarca2	ENSG00000080503	SMARCA2	ENSP00000265773	1	ortholog_one2one
ENSMUSG00000031239	ENSMUSG00000031239.6	Itm2a	ENSG00000078596	ITM2A	ENSP00000362395	1	ortholog_one2one
ENSMUSG00000038128	ENSMUSG00000038128.8	Camk4	ENSG00000152495	CAMK4	ENSP00000282356	1	ortholog_one2one
ENSMUSG00000050335	ENSMUSG00000050335.18	Lgals3	ENSG00000131981	LGALS3	ENSP00000254301	1	ortholog_one2one
ENSMUSG00000031591	ENSMUSG00000031591.15	Asah1	ENSG00000104763	ASAH1	ENSP00000490272	1	ortholog_one2one
ENSMUSG00000024378	ENSMUSG00000024378.10	Stard4	ENSG00000164211	STARD4	ENSP00000296632	1	ortholog_one2one
ENSMUSG00000037689	ENSMUSG00000037689.7	Tmem247	ENSG00000284701	TMEM247	ENSP00000388684	1	ortholog_one2one
ENSMUSG00000053375	ENSMUSG00000053375.9	Atp6v1e2	ENSG00000250565	ATP6V1E2	ENSP00000428141	1	ortholog_one2one
ENSMUSG00000004788	ENSMUSG00000004788.12	Eif2b2	ENSG00000119718	EIF2B2	ENSP00000266126	1	ortholog_one2one
ENSMUSG00000024143	ENSMUSG00000024143.16	Rhoq	ENSG00000119729	RHOQ	ENSP00000238738	1	ortholog_one2one
ENSMUSG00000042834	ENSMUSG00000042834.16	Nrep	ENSG00000134986	NREP	ENSP00000257435	1	ortholog_one2one
ENSMUSG00000021023	ENSMUSG00000021023.15	Prorp	ENSG00000100890	PRORP	ENSP00000440915	1	ortholog_one2one
ENSMUSG00000022064	ENSMUSG00000022064.11	Pibf1	ENSG00000083535	PIBF1	ENSP00000317144	1	ortholog_one2one
ENSMUSG00000087651	ENSMUSG00000087651.4	1500009L16Rik	ENSG00000235162	C12orf75	ENSP00000448536	1	ortholog_one2one
ENSMUSG00000031241	ENSMUSG00000031241.18	Tbx22	ENSG00000122145	TBX22	ENSP00000362393	1	ortholog_one2one
ENSMUSG00000024376	ENSMUSG00000024376.8	Epb41l4a	ENSG00000129595	EPB41L4A	ENSP00000261486	1	ortholog_one2one
ENSMUSG00000024145	ENSMUSG00000024145.7	Pigf	ENSG00000151665	PIGF	ENSP00000281382	1	ortholog_one2one
ENSMUSG00000022705	ENSMUSG00000022705.6	Drd3	ENSG00000151577	DRD3	ENSP00000373169	1	ortholog_one2one
ENSMUSG00000005699	ENSMUSG00000005699.17	Pard6a	ENSG00000102981	PARD6A	ENSP00000392388	1	ortholog_one2one
ENSMUSG00000039031	ENSMUSG00000039031.17	Arhgap18	ENSG00000146376	ARHGAP18	ENSP00000357131	1	ortholog_one2one
ENSMUSG00000037531	ENSMUSG00000037531.9	Mrpl47	ENSG00000136522	MRPL47	ENSP00000417602	1	ortholog_one2one
ENSMUSG00000024146	ENSMUSG00000024146.10	Cript	ENSG00000119878	CRIPT	ENSP00000238892	1	ortholog_one2one
ENSMUSG00000059586	ENSMUSG00000059586.11	Nsmce2	ENSG00000156831	NSMCE2	ENSP00000287437	1	ortholog_one2one
ENSMUSG00000039167	ENSMUSG00000039167.13	Adgrl4	ENSG00000162618	ADGRL4	ENSP00000359778	1	ortholog_one2one
ENSMUSG00000020171	ENSMUSG00000020171.9	Yeats4	ENSG00000127337	YEATS4	ENSP00000247843	1	ortholog_one2one
ENSMUSG00000037104	ENSMUSG00000037104.10	Socs5	ENSG00000171150	SOCS5	ENSP00000378330	1	ortholog_one2one
ENSMUSG00000071637	ENSMUSG00000071637.6	Cebpd	ENSG00000221869	CEBPD	ENSP00000386165	1	ortholog_one2one
ENSMUSG00000041974	ENSMUSG00000041974.11	Spidr	ENSG00000164808	SPIDR	ENSP00000297423	1	ortholog_one2one
ENSMUSG00000032501	ENSMUSG00000032501.10	Trib1	ENSG00000173334	TRIB1	ENSP00000312150	1	ortholog_one2one
ENSMUSG00000007817	ENSMUSG00000007817.16	Zmiz1	ENSG00000108175	ZMIZ1	ENSP00000334474	1	ortholog_one2one
ENSMUSG00000054728	ENSMUSG00000054728.18	Phactr1	ENSG00000112137	PHACTR1	ENSP00000329880	1	ortholog_one2one
ENSMUSG00000013155	ENSMUSG00000013155.11	Enkd1	ENSG00000124074	ENKD1	ENSP00000243878	1	ortholog_one2one
ENSMUSG00000020177	ENSMUSG00000020177.13	Lyz3	ENSG00000090382	LYZ	ENSP00000261267	1	ortholog_one2one
ENSMUSG00000041482	ENSMUSG00000041482.18	Piezo2	ENSG00000154864	PIEZO2	ENSP00000501957	1	ortholog_one2one
ENSMUSG00000027673	ENSMUSG00000027673.13	Ndufb5	ENSG00000136521	NDUFB5	ENSP00000259037	1	ortholog_one2one
ENSMUSG00000021245	ENSMUSG00000021245.16	Mlh3	ENSG00000119684	MLH3	ENSP00000348020	1	ortholog_one2one
ENSMUSG00000013158	ENSMUSG00000013158.7	4933405L10Rik	ENSG00000159761	C16orf86	ENSP00000384117	1	ortholog_one2one
ENSMUSG00000037148	ENSMUSG00000037148.9	Arhgap10	ENSG00000071205	ARHGAP10	ENSP00000336923	1	ortholog_one2one
ENSMUSG00000024150	ENSMUSG00000024150.13	Mcfd2	ENSG00000180398	MCFD2	ENSP00000317271	1	ortholog_one2one
ENSMUSG00000019899	ENSMUSG00000019899.18	Lama2	ENSG00000196569	LAMA2	ENSP00000400365	1	ortholog_one2one
ENSMUSG00000073007	ENSMUSG00000073007.11	Tent5d	ENSG00000174016	TENT5D	ENSP00000308575	1	ortholog_one2one
ENSMUSG00000054414	ENSMUSG00000054414.5	Slc30a7	ENSG00000162695	SLC30A7	ENSP00000350278	1	ortholog_one2one
ENSMUSG00000041957	ENSMUSG00000041957.16	Pkp2	ENSG00000057294	PKP2	ENSP00000342800	1	ortholog_one2one
ENSMUSG00000063663	ENSMUSG00000063663.12	Brwd3	ENSG00000165288	BRWD3	ENSP00000362372	1	ortholog_one2one
ENSMUSG00000028037	ENSMUSG00000028037.14	Ifi44	ENSG00000137965	IFI44	ENSP00000359783	1	ortholog_one2one
ENSMUSG00000022792	ENSMUSG00000022792.17	Yars2	ENSG00000139131	YARS2	ENSP00000320658	1	ortholog_one2one
ENSMUSG00000045064	ENSMUSG00000045064.6	Zc2hc1c	ENSG00000119703	ZC2HC1C	ENSP00000435550	1	ortholog_one2one
ENSMUSG00000005148	ENSMUSG00000005148.9	Klf5	ENSG00000102554	KLF5	ENSP00000366915	1	ortholog_one2one
ENSMUSG00000022146	ENSMUSG00000022146.13	Osmr	ENSG00000145623	OSMR	ENSP00000274276	1	ortholog_one2one
ENSMUSG00000030235	ENSMUSG00000030235.18	Slco1c1	ENSG00000139155	SLCO1C1	ENSP00000266509	1	ortholog_one2one
ENSMUSG00000034290	ENSMUSG00000034290.10	Nek9	ENSG00000119638	NEK9	ENSP00000238616	1	ortholog_one2one
ENSMUSG00000036304	ENSMUSG00000036304.15	Zdhhc23	ENSG00000184307	ZDHHC23	ENSP00000492287	1	ortholog_one2one
ENSMUSG00000072294	ENSMUSG00000072294.6	Klf12	ENSG00000118922	KLF12	ENSP00000515592	1	ortholog_one2one
ENSMUSG00000028036	ENSMUSG00000028036.7	Ptgfr	ENSG00000122420	PTGFR	ENSP00000359793	1	ortholog_one2one
ENSMUSG00000036918	ENSMUSG00000036918.17	Ttc7	ENSG00000068724	TTC7A	ENSP00000316699	1	ortholog_one2one
ENSMUSG00000056900	ENSMUSG00000056900.14	Usp13	ENSG00000058056	USP13	ENSP00000263966	1	ortholog_one2one
ENSMUSG00000042888	ENSMUSG00000042888.11	Prr30	ENSG00000186143	PRR30	ENSP00000335017	1	ortholog_one2one
ENSMUSG00000021248	ENSMUSG00000021248.10	Tmed10	ENSG00000170348	TMED10	ENSP00000303145	1	ortholog_one2one
ENSMUSG00000037544	ENSMUSG00000037544.15	Dlgap5	ENSG00000126787	DLGAP5	ENSP00000247191	1	ortholog_one2one
ENSMUSG00000021250	ENSMUSG00000021250.14	Fos	ENSG00000170345	FOS	ENSP00000306245	1	ortholog_one2one
ENSMUSG00000061458	ENSMUSG00000061458.10	Nol10	ENSG00000115761	NOL10	ENSP00000371101	1	ortholog_one2one
ENSMUSG00000031651	ENSMUSG00000031651.6	Triml1	ENSG00000184108	TRIML1	ENSP00000327738	1	ortholog_one2one
ENSMUSG00000013150	ENSMUSG00000013150.16	Gfod2	ENSG00000141098	GFOD2	ENSP00000268797	1	ortholog_one2one
ENSMUSG00000072568	ENSMUSG00000072568.5	Lratd2	ENSG00000168672	LRATD2	ENSP00000302578	1	ortholog_one2one
ENSMUSG00000027963	ENSMUSG00000027963.15	Extl2	ENSG00000162694	EXTL2	ENSP00000359132	1	ortholog_one2one
ENSMUSG00000022965	ENSMUSG00000022965.9	Ifngr2	ENSG00000159128	IFNGR2	ENSP00000290219	1	ortholog_one2one
ENSMUSG00000031246	ENSMUSG00000031246.15	Sh3bgrl	ENSG00000131171	SH3BGRL	ENSP00000362308	1	ortholog_one2one
ENSMUSG00000091490	ENSMUSG00000091490.4	Triml2	ENSG00000179046	TRIML2	ENSP00000507413	1	ortholog_one2one
ENSMUSG00000055531	ENSMUSG00000055531.13	Cpsf6	ENSG00000111605	CPSF6	ENSP00000391774	1	ortholog_one2one
ENSMUSG00000021368	ENSMUSG00000021368.16	Tbc1d7	ENSG00000145979	TBC1D7	ENSP00000368602	1	ortholog_one2one
ENSMUSG00000036502	ENSMUSG00000036502.15	Tmem255a	ENSG00000125355	TMEM255A	ENSP00000360420	1	ortholog_one2one
ENSMUSG00000011179	ENSMUSG00000011179.9	Odc1	ENSG00000115758	ODC1	ENSP00000234111	1	ortholog_one2one
ENSMUSG00000022964	ENSMUSG00000022964.15	Tmem50b	ENSG00000142188	TMEM50B	ENSP00000439768	1	ortholog_one2one
ENSMUSG00000058586	ENSMUSG00000058586.13	Serhl	ENSG00000183569	SERHL2	ENSP00000331376	1	ortholog_one2one
ENSMUSG00000037134	ENSMUSG00000037134.18	Prmt9	ENSG00000164169	PRMT9	ENSP00000314396	1	ortholog_one2one
ENSMUSG00000036292	ENSMUSG00000036292.15	Gramd1c	ENSG00000178075	GRAMD1C	ENSP00000350881	1	ortholog_one2one
ENSMUSG00000036557	ENSMUSG00000036557.9	Stpg4	ENSG00000239605	STPG4	ENSP00000408527	1	ortholog_one2one
ENSMUSG00000039131	ENSMUSG00000039131.16	Gipc2	ENSG00000137960	GIPC2	ENSP00000359795	1	ortholog_one2one
ENSMUSG00000036438	ENSMUSG00000036438.15	Calm2	ENSG00000143933	CALM2	ENSP00000272298	1	ortholog_one2one
ENSMUSG00000051176	ENSMUSG00000051176.7	Zfp42	ENSG00000179059	ZFP42	ENSP00000317686	1	ortholog_one2one
ENSMUSG00000020037	ENSMUSG00000020037.16	Rfx4	ENSG00000111783	RFX4	ENSP00000376585	1	ortholog_one2one
ENSMUSG00000051335	ENSMUSG00000051335.7	Gfod1	ENSG00000145990	GFOD1	ENSP00000368589	1	ortholog_one2one
ENSMUSG00000028035	ENSMUSG00000028035.14	Dnajb4	ENSG00000162616	DNAJB4	ENSP00000359799	1	ortholog_one2one
ENSMUSG00000037415	ENSMUSG00000037415.8	Ranbp10	ENSG00000141084	RANBP10	ENSP00000316589	1	ortholog_one2one
ENSMUSG00000056854	ENSMUSG00000056854.5	Pou3f4	ENSG00000196767	POU3F4	ENSP00000495996	1	ortholog_one2one
ENSMUSG00000005371	ENSMUSG00000005371.16	Fbxo11	ENSG00000138081	FBXO11	ENSP00000384823	1	ortholog_one2one
ENSMUSG00000016327	ENSMUSG00000016327.10	Atp1b4	ENSG00000101892	ATP1B4	ENSP00000218008	1	ortholog_one2one
ENSMUSG00000022346	ENSMUSG00000022346.18	Myc	ENSG00000136997	MYC	ENSP00000478887	1	ortholog_one2one
ENSMUSG00000028517	ENSMUSG00000028517.9	Plpp3	ENSG00000162407	PLPP3	ENSP00000360296	1	ortholog_one2one
ENSMUSG00000027962	ENSMUSG00000027962.15	Vcam1	ENSG00000162692	VCAM1	ENSP00000294728	1	ortholog_one2one
ENSMUSG00000029022	ENSMUSG00000029022.19	Miip	ENSG00000116691	MIIP	ENSP00000235332	1	ortholog_one2one
ENSMUSG00000033083	ENSMUSG00000033083.17	Tbc1d4	ENSG00000136111	TBC1D4	ENSP00000366863	1	ortholog_one2one
ENSMUSG00000054021	ENSMUSG00000054021.7	Sirt5	ENSG00000124523	SIRT5	ENSP00000476228	1	ortholog_one2one
ENSMUSG00000016534	ENSMUSG00000016534.16	Lamp2	ENSG00000005893	LAMP2	ENSP00000200639	1	ortholog_one2one
ENSMUSG00000039763	ENSMUSG00000039763.11	Dnajc28	ENSG00000177692	DNAJC28	ENSP00000371373	1	ortholog_one2one
ENSMUSG00000031617	ENSMUSG00000031617.17	Tmem184c	ENSG00000164168	TMEM184C	ENSP00000296582	1	ortholog_one2one
ENSMUSG00000052459	ENSMUSG00000052459.14	Atp6v1a	ENSG00000114573	ATP6V1A	ENSP00000273398	1	ortholog_one2one
ENSMUSG00000049792	ENSMUSG00000049792.7	Bag5	ENSG00000166170	BAG5	ENSP00000299204	1	ortholog_one2one
ENSMUSG00000037787	ENSMUSG00000037787.15	Coa8	ENSG00000256053	COA8	ENSP00000386485	1	ortholog_one2one
ENSMUSG00000068696	ENSMUSG00000068696.7	Gpr88	ENSG00000181656	GPR88	ENSP00000314223	1	ortholog_one2one
ENSMUSG00000031893	ENSMUSG00000031893.8	Tsnaxip1	ENSG00000102904	TSNAXIP1	ENSP00000457241	1	ortholog_one2one
ENSMUSG00000054263	ENSMUSG00000054263.13	Lifr	ENSG00000113594	LIFR	ENSP00000398368	1	ortholog_one2one
ENSMUSG00000033502	ENSMUSG00000033502.16	Cdc14a	ENSG00000079335	CDC14A	ENSP00000336739	1	ortholog_one2one
ENSMUSG00000021028	ENSMUSG00000021028.9	Mbip	ENSG00000151332	MBIP	ENSP00000399718	1	ortholog_one2one
ENSMUSG00000034617	ENSMUSG00000034617.8	Mtrr	ENSG00000124275	MTRR	ENSP00000402510	1	ortholog_one2one
ENSMUSG00000031616	ENSMUSG00000031616.8	Ednra	ENSG00000151617	EDNRA	ENSP00000498969	1	ortholog_one2one
ENSMUSG00000001496	ENSMUSG00000001496.16	Nkx2-1	ENSG00000136352	NKX2-1	ENSP00000346879	1	ortholog_one2one
ENSMUSG00000020183	ENSMUSG00000020183.12	Cpm	ENSG00000135678	CPM	ENSP00000448517	1	ortholog_one2one
ENSMUSG00000029020	ENSMUSG00000029020.14	Mfn2	ENSG00000116688	MFN2	ENSP00000235329	1	ortholog_one2one
ENSMUSG00000031990	ENSMUSG00000031990.16	Jam3	ENSG00000166086	JAM3	ENSP00000299106	1	ortholog_one2one
ENSMUSG00000058669	ENSMUSG00000058669.8	Nkx2-9	ENSG00000136327	NKX2-8	ENSP00000258829	1	ortholog_one2one
ENSMUSG00000001497	ENSMUSG00000001497.19	Pax9	ENSG00000198807	PAX9	ENSP00000355245	1	ortholog_one2one
ENSMUSG00000036672	ENSMUSG00000036672.6	Cenpt	ENSG00000102901	CENPT	ENSP00000457810	1	ortholog_one2one
ENSMUSG00000007908	ENSMUSG00000007908.15	Hmgcll1	ENSG00000146151	HMGCLL1	ENSP00000274901	1	ortholog_one2one
ENSMUSG00000034998	ENSMUSG00000034998.19	Foxn2	ENSG00000170802	FOXN2	ENSP00000343633	1	ortholog_one2one
ENSMUSG00000035472	ENSMUSG00000035472.15	Slc25a21	ENSG00000183032	SLC25A21	ENSP00000329452	1	ortholog_one2one
ENSMUSG00000025262	ENSMUSG00000025262.9	Fam120c	ENSG00000184083	FAM120C	ENSP00000364324	1	ortholog_one2one
